Date,Stock Splits
1991-11-26,3:2
1992-12-22,4:3
1993-12-14,5:4
1995-12-04,200000:130166
1996-10-07,3:2
2001-06-01,5:4
2002-02-20,15769:10000
2004-08-23,3:2
2006-05-16,4:3
