Date,Stock Splits
2000-10-27,105:100
2001-10-29,105:100
2002-10-29,105:100
2003-09-26,105:100
2006-07-27,105:100
2007-10-29,105:100
2011-01-27,105:100
2012-03-28,105:100
2014-05-30,105:100
