Date,Stock Splits
1993-09-24,5:4
1995-04-28,105:100
1996-01-29,105:100
1997-01-29,105:100
1998-01-29,105:100
1999-01-29,105:100
2000-02-01,105:100
2001-11-13,11:10
2006-08-16,105:100
2007-09-19,105:100
