Date,Stock Splits
1994-06-02,5:4
1995-09-13,5:4
1996-06-04,5:4
1997-06-03,5:4
1998-11-12,11:10
2001-06-04,5:4
2003-06-03,125:100
2005-06-02,4:3
2011-06-02,3:2
2014-06-03,2:1
2019-06-04,2:1
