Date,Stock Splits
2003-11-28,11:10
2004-12-10,120:100
2006-04-07,12:10
2007-04-10,11:10
2008-04-03,115:100
2010-05-07,11:10
2012-05-04,11:10
2013-05-03,11:10
2017-05-03,11:10
2020-02-14,11:10
