Date,Stock Splits
1986-05-27,2:1
1989-05-30,2:1
1993-06-01,3:2
1996-11-26,105:100
1997-11-25,105:100
1998-03-31,3:2
1998-11-25,105:100
1999-11-26,105:100
2000-11-28,105:100
2001-11-28,105:100
2002-11-26,105:100
2003-11-25,105:100
2004-11-24,105:100
2005-11-25,105:100
2006-11-27,105:100
2007-11-27,105:100
2008-11-12,105:100
2009-11-25,105:100
2012-11-28,105:100
2013-11-26,21:20
2014-11-25,105:100
2015-11-24,105:100
2018-11-29,105:100
2020-12-01,105:100
2021-12-01,105:100
