Date,Stock Splits
1976-04-30,2:1
1979-11-01,2:1
1980-10-31,2:1
1993-09-01,3:2
1997-04-01,10000:8181
2006-06-12,3:2
2014-06-20,2:1
2018-11-01,1389:1000
