Date,Stock Splits
1986-06-19,3:2
1991-05-06,3:2
1997-09-19,3:2
2002-07-03,3:2
2003-08-28,3:2
2005-04-11,3:2
2006-04-05,3:2
2019-04-03,3:2
2022-03-24,3:2
