Date,Stock Splits
1980-04-02,3:2
1981-02-06,3:2
1986-05-16,2:1
1992-04-07,2:1
1993-10-06,2:1
1995-10-13,2:1
1997-10-14,2:1
2000-03-16,2:1
2002-04-17,2:1
