Date,Stock Splits
1993-09-16,1:4
1995-03-07,11:10
2001-10-01,3:2
2002-06-05,3:2
2007-08-22,3:2
2011-06-14,3:2
2013-07-03,3:2
2014-07-17,3:2
2023-08-17,3:2
