Date,Stock Splits
1986-09-02,3:1
1993-05-04,105:100
1994-05-04,105:100
1995-05-04,105:100
1996-04-29,105:100
1997-04-29,105:100
1998-04-16,105:100
1999-05-04,105:100
2000-04-26,105:100
2001-05-01,105:100
2002-05-15,105:100
2003-05-13,105:100
