Date,Stock Splits
1985-10-02,5:4
1986-06-02,2:1
1987-09-02,2:1
1996-10-09,11:10
1997-11-12,105:100
1998-07-30,11:10
1999-11-01,5:4
2001-10-31,105:100
2002-10-31,105:100
2003-09-30,5:4
2004-09-20,103:100
2005-09-20,103:100
2006-09-20,103:100
2007-09-19,103:100
2009-09-16,103:100
2010-09-17,103:100
2011-09-19,103:100
2012-09-17,102:100
2013-09-17,102:100
2014-09-17,102:100
2015-09-17,102:100
2017-09-19,103:100
2018-09-18,103:100
2019-09-16,103:100
2022-09-16,103:100
