Date,Open,High,Low,Close,Adj Close,Volume
2023-09-13,81.080002,81.080002,81.080002,81.080002,81.080002,0
2023-09-14,21.870001,36.555000,15.400000,15.810000,15.810000,158600
2023-09-15,15.850000,15.850000,13.340000,13.420000,13.420000,58700
2023-09-18,12.680000,16.170000,11.330000,12.930000,12.930000,118900
2023-09-19,20.410000,24.700001,16.320000,17.400000,17.400000,1734200
2023-09-20,14.810000,15.800000,12.800000,14.390000,14.390000,140200
2023-09-21,12.860000,14.650000,11.944000,14.200000,14.200000,52700
2023-09-22,13.650000,14.800000,12.850000,13.420000,13.420000,56400
2023-09-25,13.163000,14.537000,12.750000,13.260000,13.260000,25400
2023-09-26,12.990000,13.585000,12.490000,13.250000,13.250000,79400
2023-09-27,12.660000,13.800000,12.660000,13.150000,13.150000,8900
2023-09-28,12.600000,14.370000,12.590000,13.250000,13.250000,43100
2023-09-29,13.280000,13.690000,12.800000,13.120000,13.120000,31700
2023-10-02,13.220000,13.600000,12.550000,12.900000,12.900000,26200
2023-10-03,12.900000,12.900000,11.750000,12.250000,12.250000,8400
2023-10-04,11.000000,12.000000,10.000000,11.510000,11.510000,14200
2023-10-05,11.350000,11.889000,11.070000,11.320000,11.320000,15700
2023-10-06,11.650000,12.050000,10.895000,11.300000,11.300000,16900
2023-10-09,11.550000,11.600000,11.040000,11.140000,11.140000,3700
2023-10-10,10.560000,11.030000,10.560000,10.700000,10.700000,2300
2023-10-11,10.400000,12.087000,10.400000,10.975000,10.975000,18900
2023-10-12,11.150000,11.445000,10.560000,10.610000,10.610000,9300
2023-10-13,10.780000,10.780000,10.400000,10.400000,10.400000,3200
2023-10-16,10.490000,11.040000,10.070000,10.900000,10.900000,8100
2023-10-17,11.135000,11.980000,10.615000,10.640000,10.640000,9200
2023-10-18,10.650000,11.820000,10.650000,10.800000,10.800000,16300
2023-10-19,11.250000,11.274000,10.500000,11.274000,11.274000,4200
2023-10-20,11.270000,11.270000,11.270000,11.270000,11.270000,1100
2023-10-23,11.000000,11.000000,10.420000,10.420000,10.420000,1500
2023-10-24,10.420000,10.570000,9.650000,10.000000,10.000000,7000
2023-10-25,10.271000,10.400000,9.760000,9.905000,9.905000,6400
2023-10-26,8.850000,9.385000,7.150000,8.300000,8.300000,22100
2023-10-27,7.900000,9.250000,7.405000,8.145000,8.145000,30700
2023-10-30,8.150000,9.695000,8.000000,9.181000,9.181000,35600
2023-10-31,9.065000,9.550000,8.880000,9.000000,9.000000,14800
2023-11-01,8.800000,10.000000,8.605000,9.500000,9.500000,22600
2023-11-02,8.840000,9.670000,8.790000,9.235000,9.235000,5500
2023-11-03,9.450000,9.500000,9.150000,9.500000,9.500000,3000
2023-11-06,9.980000,9.980000,8.800000,9.300000,9.300000,7500
2023-11-07,9.918000,9.918000,9.640000,9.800000,9.800000,1300
2023-11-08,9.010000,10.000000,9.010000,9.670000,9.670000,2500
2023-11-09,9.940000,10.200000,9.940000,10.122000,10.122000,2100
2023-11-10,10.780000,13.760000,10.300000,10.750000,10.750000,94900
2023-11-13,10.000000,11.000000,10.000000,10.500000,10.500000,4900
2023-11-14,10.482000,12.280000,10.482000,12.000000,12.000000,9000
2023-11-15,11.800000,12.110000,10.740000,11.405000,11.405000,16500
2023-11-16,11.330000,11.860000,11.330000,11.510000,11.510000,6400
2023-11-17,11.500000,12.035000,11.200000,11.200000,11.200000,21000
2023-11-20,10.930000,11.700000,10.515000,10.980000,10.980000,24200
2023-11-21,10.220000,10.630000,9.930000,10.200000,10.200000,22500
2023-11-22,10.000000,11.480000,9.900000,10.660000,10.660000,29500
2023-11-24,10.660000,10.660000,10.010000,10.200000,10.200000,17800
2023-11-27,10.200000,10.693000,9.750000,10.225000,10.225000,60400
2023-11-28,10.290000,11.366000,10.270000,10.400000,10.400000,20600
2023-11-29,10.500000,10.780000,10.000000,10.130000,10.130000,13000
2023-11-30,10.130000,10.439000,9.850000,9.990000,9.990000,27100
2023-12-01,9.990000,10.520000,9.750000,10.000000,10.000000,15000
2023-12-04,10.000000,10.230000,9.929000,10.100000,10.100000,25200
2023-12-05,9.950000,10.300000,9.940000,10.100000,10.100000,33700
2023-12-06,10.500000,11.240000,10.480000,10.700000,10.700000,28200
2023-12-07,10.880000,11.240000,10.723000,11.200000,11.200000,7800
2023-12-08,11.240000,13.800000,11.160000,12.450000,12.450000,45200
2023-12-11,12.090000,12.580000,11.060000,12.166000,12.166000,25800
2023-12-12,12.330000,13.000000,12.310000,12.400000,12.400000,23100
2023-12-13,12.400000,13.959000,12.400000,13.000000,13.000000,46900
2023-12-14,13.610000,15.795000,12.930000,13.650000,13.650000,41800
2023-12-15,13.810000,16.000000,13.300000,14.480000,14.480000,114100
